ANIO_REGIS,ENT_OCURR,MUN_OCURR,CAUSA_DEF,SEXO_ID,RANGO_EDAD,COUNT,POBLACION_MUN,TOTAL,ENT_NAME,MUN_NAME,LAT,LON,TASA_CRUDA,TASA_AJUSTADA
2000,19,4,C56,2,>65,1,908,13392,Nuevo Le�n,Allende,25.3014341167351,-100.029518341809,110.13215859030838,7.709
2000,19,26,C56,2,>65,1,13326,313385,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,7.5041272699984995,0.525
2000,19,33,C56,2,>65,1,2452,35829,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,40.78303425774878,2.855
2000,19,39,C56,2,>65,13,37217,536485,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,34.930273799607704,2.445
2000,19,46,C56,2,>65,3,10979,257605,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,27.324892977502508,1.913
2000,19,48,C56,2,>65,1,3474,113208,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,28.78526194588371,2.015
2001,19,6,C56,2,>65,1,3376,153441,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,29.62085308056872,2.073
2001,19,19,C56,2,>65,1,4103,68683,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,24.372410431391664,1.706
2001,19,26,C56,2,>65,2,14229,317245,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,14.055801532082368,0.984
2001,19,33,C56,2,>65,1,2578,36229,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,38.78975950349108,2.715
2001,19,38,C56,2,>65,1,2052,27593,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,48.732943469785575,3.411
2001,19,39,C56,2,>65,11,38848,537969,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,28.315485996705107,1.982
2001,19,46,C56,2,>65,5,11695,257830,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,42.75331338178709,2.993
2002,19,4,C56,2,>65,1,1012,13955,Nuevo Le�n,Allende,25.3014341167351,-100.029518341809,98.81422924901185,6.917
2002,19,6,C56,2,>65,1,3732,163824,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,26.79528403001072,1.876
2002,19,7,C56,2,>65,1,687,7614,Nuevo Le�n,Aramberri,24.2251177018871,-99.8865089274877,145.5604075691412,10.189
2002,19,19,C56,2,>65,1,4336,68860,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,23.06273062730628,1.614
2002,19,21,C56,2,>65,2,2966,125519,Nuevo Le�n,General Escobedo,25.8219686500954,-100.355567771441,67.43088334457181,4.72
2002,19,26,C56,2,>65,2,15183,320522,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,13.172627280511096,0.922
2002,19,33,C56,2,>65,2,2709,36633,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,73.82798080472499,5.168
2002,19,38,C56,2,>65,1,2145,27832,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,46.62004662004662,3.263
2002,19,39,C56,2,>65,19,40563,539139,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,46.84071690949881,3.279
2002,19,46,C56,2,>65,3,12455,257581,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,24.08671216378964,1.686
2003,19,2,C56,2,>65,1,305,2051,Nuevo Le�n,Agualeguas,26.2987120646621,-99.7030827780617,327.8688524590164,22.951
2003,19,19,C56,2,>65,1,4547,68967,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,21.992522542335607,1.539
2003,19,26,C56,2,>65,1,16057,323279,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,6.227813414710096,0.436
2003,19,39,C56,2,>65,16,42005,539748,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,38.09070348768004,2.666
