ANIO_REGIS,ENT_OCURR,MUN_OCURR,CAUSA_DEF,SEXO_ID,RANGO_EDAD,COUNT,POBLACION_MUN,TOTAL,ENT_NAME,MUN_NAME,LAT,LON,TASA_CRUDA,TASA_AJUSTADA
2000,19,19,C52,2,>65,1,3884,68458,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,25.74665293511844,1.802
2001,19,39,C52,2,>65,1,38848,537969,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,2.574135090609555,0.18
2002,19,39,C52,2,>65,1,40563,539139,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,2.465300889973621,0.173
2003,19,19,C52,2,>65,1,4547,68967,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,21.992522542335607,1.539
2003,19,26,C52,2,>65,1,16057,323279,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,6.227813414710096,0.436
2003,19,39,C52,2,>65,1,42005,539748,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,2.3806689679800024,0.167
2004,19,26,C52,2,>65,1,16888,325504,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,5.921364282330649,0.414
2005,19,39,C52,2,>65,2,44532,539771,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,4.491152429713464,0.314
2006,19,4,C52,2,>65,1,1195,15038,Nuevo Le�n,Allende,25.3014341167351,-100.029518341809,83.68200836820083,5.858
2007,19,46,C52,2,>65,1,15810,251422,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,6.325110689437065,0.443
2008,19,39,C52,2,>65,2,48266,539831,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,4.143703642315502,0.29
2011,19,4,C52,2,>65,1,1433,16422,Nuevo Le�n,Allende,25.3014341167351,-100.029518341809,69.78367062107466,4.885
2012,19,39,C52,2,>65,2,53795,544639,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,3.7178176410447072,0.26
2014,19,38,C52,2,>65,1,3034,31427,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,32.95978905735003,2.307
2014,19,39,C52,2,>65,1,57088,550367,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,1.7516816143497758,0.123
2015,19,22,C52,2,>65,1,1169,7853,Nuevo Le�n,General Terán,25.275873969293,-99.4130166042144,85.5431993156544,5.988
2015,19,46,C52,2,>65,1,21664,241398,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,4.615952732644018,0.323
2016,19,31,C52,2,>65,1,4053,171557,Nuevo Le�n,Juárez,25.6140901423753,-100.121479853684,24.67308166790032,1.727
2016,19,39,C52,2,>65,1,60792,556547,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,1.6449532833267535,0.115
2017,19,39,C52,2,>65,1,63071,559606,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,1.5855147373594838,0.111
2017,19,46,C52,2,>65,1,23480,240091,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,4.258943781942079,0.298
2018,19,39,C52,2,>65,1,65550,563358,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,1.5255530129672006,0.107
2018,19,44,C52,2,>65,1,2358,19424,Nuevo Le�n,Sabinas Hidalgo,26.575102311386,-100.149288250141,42.40882103477523,2.969
2019,19,26,C52,2,>65,2,31492,348011,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,6.350819255683984,0.445
2019,19,38,C52,2,>65,1,3597,33352,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,27.80094523213789,1.946
2019,19,39,C52,2,>65,2,68240,567841,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,2.9308323563892147,0.205
2019,19,46,C52,2,>65,1,25555,240075,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,3.913128546272745,0.274
2020,19,39,C52,2,>65,5,71143,573146,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,7.028098337151933,0.492
2003,19,46,C52,2,45_64,1,42308,256949,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,2.3636191736787366,0.449
2005,19,39,C52,2,45_64,1,99000,539771,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,1.0101010101010102,0.192
2006,19,39,C52,2,45_64,1,101066,539666,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.9894524370213524,0.188
2006,19,46,C52,2,45_64,1,47620,253062,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,2.099958000839983,0.399
2010,19,26,C52,2,45_64,1,65434,333444,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,1.5282574808203686,0.29
2011,19,39,C52,2,45_64,1,112882,542076,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.8858808313105722,0.168
2012,19,19,C52,2,45_64,1,15848,69547,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,6.309944472488642,1.199
2012,19,31,C52,2,45_64,1,14299,138652,Nuevo Le�n,Juárez,25.6140901423753,-100.121479853684,6.993496048674733,1.329
2013,19,6,C52,2,45_64,1,37727,277250,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,2.650621570758343,0.504
2013,19,39,C52,2,45_64,1,118442,547362,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.8442950980226608,0.16
2014,19,46,C52,2,45_64,1,63092,242137,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,1.5849870031065747,0.301
2015,19,9,C52,2,45_64,1,9104,47286,Nuevo Le�n,Cadereyta Jiménez,25.5245905417226,-99.9141854589972,10.984182776801406,2.087
2016,19,39,C52,2,45_64,1,127814,556547,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.7823869059727417,0.149
2017,19,39,C52,2,45_64,1,131296,559606,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.7616378259809895,0.145
2018,19,39,C52,2,45_64,2,134869,563358,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,1.482920463560937,0.282
2020,19,39,C52,2,45_64,1,142198,573146,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.7032447713751249,0.134
2003,19,39,C52,2,25_44,1,162191,539748,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.6165570222762052,0.16
2008,19,9,C52,2,25_44,1,12243,40683,Nuevo Le�n,Cadereyta Jiménez,25.5245905417226,-99.9141854589972,8.167932696234583,2.124
2010,19,46,C52,2,25_44,1,74202,246295,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,1.347672569472521,0.35
2018,19,6,C52,2,25_44,1,111498,318280,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,0.8968770740282336,0.233
2006,19,26,C52,2,00_04,1,30271,328900,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,3.3034917908229,0.396
2013,19,39,C52,2,00_04,1,39876,547362,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,2.5077740997090983,0.301
