ANIO_REGIS,ENT_OCURR,MUN_OCURR,CAUSA_DEF,SEXO_ID,RANGO_EDAD,COUNT,POBLACION_MUN,TOTAL,ENT_NAME,MUN_NAME,LAT,LON,TASA_CRUDA,TASA_AJUSTADA
2000,19,26,C73,2,>65,1,13326,313385,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,7.5041272699984995,0.525
2000,19,39,C73,1,>65,1,27087,521406,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,3.691807878318013,0.258
2000,19,39,C73,2,>65,4,37217,536485,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,10.747776553725448,0.752
2000,19,46,C73,2,>65,1,10979,257605,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,9.1082976591675,0.638
2000,19,48,C73,1,>65,1,2955,114771,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,33.840947546531304,2.369
2001,19,22,C73,2,>65,1,866,8125,Nuevo Le�n,General Terán,25.275873969293,-99.4130166042144,115.47344110854505,8.083
2001,19,39,C73,2,>65,3,38848,537969,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,7.722405271828665,0.541
2001,19,49,C73,2,>65,1,1546,18707,Nuevo Le�n,Santiago,25.3848971588258,-100.237322869556,64.6830530401035,4.528
2002,19,21,C73,2,>65,1,2966,125519,Nuevo Le�n,General Escobedo,25.8219686500954,-100.355567771441,33.715441672285905,2.36
2002,19,39,C73,1,>65,5,29732,523410,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,16.816897618727296,1.177
2002,19,39,C73,2,>65,4,40563,539139,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,9.861203559894484,0.69
2002,19,44,C73,2,>65,1,1272,16944,Nuevo Le�n,Sabinas Hidalgo,26.575102311386,-100.149288250141,78.61635220125787,5.503
2003,19,26,C73,1,>65,2,13727,337464,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,14.569825890580606,1.02
2003,19,26,C73,2,>65,1,16057,323279,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,6.227813414710096,0.436
2003,19,38,C73,2,>65,1,2223,28065,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,44.9842555105713,3.149
2003,19,39,C73,1,>65,1,30874,523729,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,3.2389713027142584,0.227
