ANIO_REGIS,ENT_OCURR,MUN_OCURR,CAUSA_DEF,SEXO_ID,RANGO_EDAD,COUNT,POBLACION_MUN,TOTAL,ENT_NAME,MUN_NAME,LAT,LON,TASA_CRUDA,TASA_AJUSTADA
2000,19,5,C80,2,>65,0,614,9491,Nuevo Le�n,Anáhuac,27.3421539646917,-100.02535460276,0.0,0.0
2000,19,7,C80,2,>65,0,614,7579,Nuevo Le�n,Aramberri,24.2251177018871,-99.8865089274877,0.0,0.0
2000,19,10,C80,1,>65,0,572,5684,Nuevo Le�n,El Carmen,25.9007450885829,-100.356831928695,0.0,0.0
2000,19,17,C80,2,>65,0,1405,20565,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2000,19,17,C80,1,>65,0,1646,21840,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2000,19,21,C80,1,>65,0,2181,113912,Nuevo Le�n,General Escobedo,25.8219686500954,-100.355567771441,0.0,0.0
2000,19,22,C80,2,>65,0,836,8181,Nuevo Le�n,General Terán,25.275873969293,-99.4130166042144,0.0,0.0
2000,19,26,C80,2,>65,0,13326,313385,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2000,19,30,C80,2,>65,0,131,1821,Nuevo Le�n,Iturbide,24.6384176882001,-99.848715639894,0.0,0.0
2000,19,32,C80,1,>65,0,228,2720,Nuevo Le�n,Lampazos de Naranjo,27.0508414094618,-100.418215929981,0.0,0.0
2000,19,33,C80,1,>65,0,2261,35403,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
2000,19,33,C80,2,>65,0,2452,35829,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
2000,19,39,C80,1,>65,0,27087,521406,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2000,19,39,C80,2,>65,0,37217,536485,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2000,19,46,C80,1,>65,0,8389,257983,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2000,19,46,C80,2,>65,0,10979,257605,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2001,19,6,C80,1,>65,0,2865,156393,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,0.0,0.0
2001,19,14,C80,1,>65,0,1610,18833,Nuevo Le�n,Doctor Arroyo,23.8601083825303,-100.306266485606,0.0,0.0
2001,19,14,C80,2,>65,0,1426,18095,Nuevo Le�n,Doctor Arroyo,23.8601083825303,-100.306266485606,0.0,0.0
2001,19,17,C80,1,>65,0,1726,21778,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2001,19,17,C80,2,>65,0,1479,20548,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2001,19,19,C80,1,>65,0,3106,60871,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,0.0,0.0
2001,19,21,C80,1,>65,0,2398,120802,Nuevo Le�n,General Escobedo,25.8219686500954,-100.355567771441,0.0,0.0
2001,19,25,C80,1,>65,0,1261,10286,Nuevo Le�n,General Zuazua,25.9113921902419,-100.134819719376,0.0,0.0
2001,19,26,C80,1,>65,0,12132,331935,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2001,19,26,C80,2,>65,0,14229,317245,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2001,19,33,C80,1,>65,0,2378,35784,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
2001,19,33,C80,2,>65,0,2578,36229,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
2001,19,39,C80,1,>65,0,28376,522470,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2001,19,39,C80,2,>65,0,38848,537969,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2001,19,46,C80,2,>65,0,11695,257830,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2001,19,46,C80,1,>65,0,8962,257826,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2001,19,47,C80,2,>65,0,431,7673,Nuevo Le�n,Hidalgo,25.9994022598416,-100.453190116239,0.0,0.0
2001,19,48,C80,1,>65,0,3186,117582,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,0.0,0.0
2002,19,6,C80,2,>65,0,3732,163824,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,0.0,0.0
2002,19,7,C80,1,>65,0,809,8295,Nuevo Le�n,Aramberri,24.2251177018871,-99.8865089274877,0.0,0.0
2002,19,9,C80,1,>65,0,2179,39503,Nuevo Le�n,Cadereyta Jiménez,25.5245905417226,-99.9141854589972,0.0,0.0
2002,19,15,C80,2,>65,0,171,1075,Nuevo Le�n,Doctor Coss,25.964091084265,-99.0308734113713,0.0,0.0
2002,19,17,C80,2,>65,0,1556,20541,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2002,19,17,C80,1,>65,0,1810,21725,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2002,19,26,C80,2,>65,0,15183,320522,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2002,19,26,C80,1,>65,0,12965,334975,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2002,19,31,C80,2,>65,0,1505,58491,Nuevo Le�n,Juárez,25.6140901423753,-100.121479853684,0.0,0.0
2002,19,33,C80,2,>65,0,2709,36633,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
2002,19,39,C80,1,>65,0,29732,523410,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2002,19,39,C80,2,>65,0,40563,539139,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2002,19,46,C80,1,>65,0,9579,257273,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2002,19,46,C80,2,>65,0,12455,257581,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2002,19,48,C80,1,>65,0,3437,120336,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,0.0,0.0
2003,19,6,C80,1,>65,0,3418,177508,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,0.0,0.0
2003,19,8,C80,2,>65,0,206,1817,Nuevo Le�n,Bustamante,26.5717111055557,-100.56179249003,0.0,0.0
2003,19,14,C80,2,>65,0,1547,17991,Nuevo Le�n,Doctor Arroyo,23.8601083825303,-100.306266485606,0.0,0.0
2003,19,18,C80,1,>65,0,1685,38952,Nuevo Le�n,García,25.8090105604871,-100.659776922245,0.0,0.0
2003,19,26,C80,1,>65,0,13727,337464,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2003,19,26,C80,2,>65,0,16057,323279,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2003,19,39,C80,1,>65,0,30874,523729,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2003,19,39,C80,2,>65,0,42005,539748,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2003,19,41,C80,1,>65,0,1433,16244,Nuevo Le�n,Pesquería,25.7367686606338,-99.9771347403415,0.0,0.0
2003,19,46,C80,1,>65,0,10147,256291,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2003,19,46,C80,2,>65,0,13152,256949,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2003,19,48,C80,1,>65,0,3674,123016,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,0.0,0.0
2003,19,48,C80,2,>65,0,4296,121560,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,0.0,0.0
2004,19,2,C80,2,>65,0,302,1990,Nuevo Le�n,Agualeguas,26.2987120646621,-99.7030827780617,0.0,0.0
2004,19,6,C80,2,>65,0,4438,184842,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,0.0,0.0
2004,19,7,C80,2,>65,0,754,7657,Nuevo Le�n,Aramberri,24.2251177018871,-99.8865089274877,0.0,0.0
2004,19,10,C80,2,>65,0,484,8130,Nuevo Le�n,El Carmen,25.9007450885829,-100.356831928695,0.0,0.0
2004,19,14,C80,2,>65,0,1596,17933,Nuevo Le�n,Doctor Arroyo,23.8601083825303,-100.306266485606,0.0,0.0
2004,19,19,C80,1,>65,0,3668,61195,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,0.0,0.0
2004,19,21,C80,2,>65,0,3491,139225,Nuevo Le�n,General Escobedo,25.8219686500954,-100.355567771441,0.0,0.0
2004,19,26,C80,2,>65,0,16888,325504,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2004,19,26,C80,1,>65,0,14457,339432,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2004,19,31,C80,1,>65,0,1886,73275,Nuevo Le�n,Juárez,25.6140901423753,-100.121479853684,0.0,0.0
2004,19,32,C80,2,>65,0,242,2599,Nuevo Le�n,Lampazos de Naranjo,27.0508414094618,-100.418215929981,0.0,0.0
2004,19,33,C80,1,>65,0,2707,36925,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
2004,19,39,C80,1,>65,0,31919,523669,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2004,19,39,C80,2,>65,0,43295,539861,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2004,19,41,C80,1,>65,0,1270,17937,Nuevo Le�n,Pesquería,25.7367686606338,-99.9771347403415,0.0,0.0
2004,19,41,C80,2,>65,0,1252,19198,Nuevo Le�n,Pesquería,25.7367686606338,-99.9771347403415,0.0,0.0
2004,19,42,C80,2,>65,0,440,3065,Nuevo Le�n,Los Ramones,25.6533100409676,-99.5876669942503,0.0,0.0
2004,19,46,C80,1,>65,0,10695,254889,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2004,19,46,C80,2,>65,0,13815,255902,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2005,19,24,C80,1,>65,0,276,3177,Nuevo Le�n,General Zaragoza,23.901029043406,-99.7401735171412,0.0,0.0
2005,19,26,C80,2,>65,0,17711,327362,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2005,19,26,C80,1,>65,0,15188,341025,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2005,19,32,C80,2,>65,0,245,2597,Nuevo Le�n,Lampazos de Naranjo,27.0508414094618,-100.418215929981,0.0,0.0
2005,19,38,C80,2,>65,0,2363,28520,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,0.0,0.0
2005,19,39,C80,1,>65,0,32928,523442,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2005,19,39,C80,2,>65,0,44532,539771,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2005,19,40,C80,2,>65,0,106,551,Nuevo Le�n,Parás,26.5830424491648,-99.6015540523428,0.0,0.0
2005,19,41,C80,2,>65,0,1182,21011,Nuevo Le�n,Pesquería,25.7367686606338,-99.9771347403415,0.0,0.0
2005,19,45,C80,2,>65,0,761,15097,Nuevo Le�n,Salinas Victoria,26.161071400894,-100.270382779814,0.0,0.0
2005,19,46,C80,2,>65,0,14474,254577,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2005,19,46,C80,1,>65,0,11246,253187,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2006,19,4,C80,2,>65,0,1195,15038,Nuevo Le�n,Allende,25.3014341167351,-100.029518341809,0.0,0.0
2006,19,7,C80,2,>65,0,818,7712,Nuevo Le�n,Aramberri,24.2251177018871,-99.8865089274877,0.0,0.0
2006,19,17,C80,1,>65,0,2065,21483,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2006,19,17,C80,2,>65,0,1817,20501,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2006,19,21,C80,2,>65,0,4028,152823,Nuevo Le�n,General Escobedo,25.8219686500954,-100.355567771441,0.0,0.0
2006,19,26,C80,2,>65,0,18538,328900,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2006,19,26,C80,1,>65,0,15917,342079,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2006,19,32,C80,1,>65,0,254,2686,Nuevo Le�n,Lampazos de Naranjo,27.0508414094618,-100.418215929981,0.0,0.0
2006,19,33,C80,2,>65,0,3113,38090,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
2006,19,33,C80,1,>65,0,2902,37633,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
2006,19,38,C80,2,>65,0,2432,28765,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,0.0,0.0
2006,19,39,C80,1,>65,0,33910,522810,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2006,19,39,C80,2,>65,0,45764,539666,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2006,19,42,C80,2,>65,0,446,2981,Nuevo Le�n,Los Ramones,25.6533100409676,-99.5876669942503,0.0,0.0
2006,19,46,C80,1,>65,0,11798,251128,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2006,19,46,C80,2,>65,0,15138,253062,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2006,19,48,C80,1,>65,0,4388,130510,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,0.0,0.0
2006,19,48,C80,2,>65,0,5085,129160,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,0.0,0.0
2007,19,6,C80,1,>65,0,4549,219534,Nuevo Le�n,Apodaca,25.7922757582065,-100.187331046169,0.0,0.0
2007,19,9,C80,1,>65,0,2639,43584,Nuevo Le�n,Cadereyta Jiménez,25.5245905417226,-99.9141854589972,0.0,0.0
2007,19,17,C80,2,>65,0,1883,20509,Nuevo Le�n,Galeana,24.7605089754386,-100.392287229131,0.0,0.0
2007,19,18,C80,1,>65,0,1796,63110,Nuevo Le�n,García,25.8090105604871,-100.659776922245,0.0,0.0
2007,19,22,C80,1,>65,0,968,7918,Nuevo Le�n,General Terán,25.275873969293,-99.4130166042144,0.0,0.0
2007,19,26,C80,1,>65,0,16645,342790,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2007,19,26,C80,2,>65,0,19374,330198,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2007,19,38,C80,1,>65,0,2296,29072,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,0.0,0.0
2007,19,38,C80,2,>65,0,2499,29016,Nuevo Le�n,Montemorelos,25.1263054213928,-99.8083805429705,0.0,0.0
2007,19,39,C80,1,>65,0,34877,522061,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2007,19,39,C80,2,>65,0,47005,539598,Nuevo Le�n,Monterrey,25.644831944618,-100.31101511558,0.0,0.0
2007,19,46,C80,1,>65,0,12351,248877,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2007,19,46,C80,2,>65,0,15810,251422,Nuevo Le�n,San Nicolás de los Garza,25.7360564326642,-100.270691442982,0.0,0.0
2007,19,48,C80,1,>65,0,4634,132778,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,0.0,0.0
2007,19,48,C80,2,>65,0,5355,131549,Nuevo Le�n,Santa Catarina,25.5746103082564,-100.483863372521,0.0,0.0
2008,19,9,C80,2,>65,0,2866,40683,Nuevo Le�n,Cadereyta Jiménez,25.5245905417226,-99.9141854589972,0.0,0.0
2008,19,19,C80,1,>65,0,4398,61196,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,0.0,0.0
2008,19,19,C80,2,>65,0,5572,69034,Nuevo Le�n,San Pedro Garza García,25.6445974826594,-100.374757698228,0.0,0.0
2008,19,21,C80,1,>65,0,4031,167801,Nuevo Le�n,General Escobedo,25.8219686500954,-100.355567771441,0.0,0.0
2008,19,26,C80,1,>65,0,17371,343603,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2008,19,26,C80,2,>65,0,20215,331436,Nuevo Le�n,Guadalupe,25.6726512413282,-100.205777812056,0.0,0.0
2008,19,31,C80,2,>65,0,2455,104308,Nuevo Le�n,Juárez,25.6140901423753,-100.121479853684,0.0,0.0
2008,19,33,C80,1,>65,0,3094,38342,Nuevo Le�n,Linares,24.8517705906785,-99.529219525043,0.0,0.0
